t [s],a_x [m/s^2]
8.734,-0.047495
8.736,-0.051805
8.738,-0.056449
8.74,-0.060506
8.742,-0.063861
8.744,-0.066852
8.746,-0.069506
8.748,-0.071429
8.75,-0.072321
8.752,-0.072296
8.754,-0.071756
8.756,-0.07112
8.758,-0.070594
8.76,-0.069917
8.762,-0.068154
8.764,-0.064165
8.766,-0.05784
8.768,-0.050666
8.77,-0.044624
8.772,-0.04041
8.774,-0.037096
8.776,-0.033281
8.778,-0.028275
8.78,-0.022563
8.782,-0.017225
8.784,-0.012886
8.786,-0.0091935
8.788,-0.0051585
8.79,8.41E-05
8.792,0.0065727
8.794,0.013437
8.796,0.019466
8.798,0.023835
8.8,0.026464
8.802,0.02791
8.804,0.029064
8.806,0.030605
8.808,0.032541
8.81,0.034395
8.812,0.035853
8.814,0.037002
8.816,0.038063
8.818,0.039189
8.82,0.04038
8.822,0.041407
8.824,0.042048
8.826,0.042306
8.828,0.042319
8.83,0.042157
8.832,0.041808
8.834,0.041377
8.836,0.041312
8.838,0.042322
8.84,0.04488
8.842,0.048678
8.844,0.052699
8.846,0.056004
8.848,0.058245
8.85,0.059639
8.852,0.060838
8.854,0.062477
8.856,0.064664
8.858,0.066945
8.86,0.068833
8.862,0.070119
8.864,0.070909
8.866,0.071359
8.868,0.071277
8.87,0.07009
8.872,0.067404
8.874,0.063678
8.876,0.060117
8.878,0.057585
8.88,0.05574
8.882,0.053483
8.884,0.050145
8.886,0.046007
8.888,0.04165
8.89,0.037281
8.892,0.032876
8.894,0.028422
8.896,0.023758
8.898,0.018698
8.9,0.013209
8.902,0.007327
8.904,0.0013745
8.906,-0.0040792
8.908,-0.0086591
8.91,-0.012129
8.912,-0.0144
8.914,-0.015795
8.916,-0.016858
8.918,-0.017885
8.92,-0.018826
8.922,-0.019547
8.924,-0.020067
8.926,-0.020754
8.928,-0.022017
8.93,-0.023472
8.932,-0.023879
8.934,-0.022324
8.936,-0.019248
8.938,-0.01617
8.94,-0.014337
8.942,-0.013898
8.944,-0.014244
8.946,-0.014744
8.948,-0.015119
8.95,-0.015311
8.952,-0.015167
8.954,-0.014349
8.956,-0.012574
8.958,-0.0099447
8.96,-0.0069133
8.962,-0.0039885
8.964,-0.0016984
8.966,-0.00050298
8.968,-0.00034499
8.97,-0.0004313
8.972,0.00036655
8.974,0.0027094
8.976,0.0061596
8.978,0.0094042
8.98,0.011309
8.982,0.011669
8.984,0.011086
8.986,0.010502
8.988,0.010377
8.99,0.010033
8.992,0.0083441
8.994,0.0051957
8.996,0.0016568
8.998,-0.0012318
9,-0.0031452
9.002,-0.004169
9.004,-0.0045423
9.006,-0.0047502
9.008,-0.0052455
9.01,-0.0060108
9.012,-0.0067443
9.014,-0.0072337
9.016,-0.0073906
9.018,-0.007096
9.02,-0.0061898
9.022,-0.0046788
9.024,-0.0028622
9.026,-0.0010266
9.028,0.00096779
9.03,0.0034262
9.032,0.0061446
9.034,0.0083952
9.036,0.0097564
9.038,0.010498
9.04,0.010957
9.042,0.011187
9.044,0.011354
9.046,0.011822
9.048,0.012837
9.05,0.014473
9.052,0.016601
9.054,0.018784
9.056,0.020587
9.058,0.022146
9.06,0.024096
9.062,0.026842
9.064,0.030092
9.066,0.033115
9.068,0.035314
9.07,0.036617
9.072,0.0373
9.074,0.037589
9.076,0.037616
9.078,0.037442
9.08,0.036764
9.082,0.035044
9.084,0.03237
9.086,0.029788
9.088,0.028355
9.09,0.028216
9.092,0.028602
9.094,0.028421
9.096,0.026907
9.098,0.023992
9.1,0.020165
9.102,0.016011
9.104,0.01192
9.106,0.0080993
9.108,0.0047816
9.11,0.0022776
9.112,0.0007361
9.114,-0.00015096
9.116,-0.00095759
9.118,-0.0019318
9.12,-0.0027109
9.122,-0.0028036
9.124,-0.0023279
9.126,-0.0021406
9.128,-0.003236
9.13,-0.0057747
9.132,-0.0089032
9.134,-0.011671
9.136,-0.013645
9.138,-0.01464
9.14,-0.014557
9.142,-0.013594
9.144,-0.012406
9.146,-0.011888
9.148,-0.012482
9.15,-0.013705
9.152,-0.014647
9.154,-0.014756
9.156,-0.014193
9.158,-0.013771
9.16,-0.014548
9.162,-0.017175
9.164,-0.021291
9.166,-0.025629
9.168,-0.029036
9.17,-0.031412
9.172,-0.033619
9.174,-0.036433
9.176,-0.039549
9.178,-0.041972
9.18,-0.043211
9.182,-0.043677
9.184,-0.044068
9.186,-0.04459
9.188,-0.044844
9.19,-0.044485
9.192,-0.043789
9.194,-0.043273
9.196,-0.043024
9.198,-0.042528
9.2,-0.041027
9.202,-0.038025
9.204,-0.033476
9.206,-0.027726
9.208,-0.021524
9.21,-0.015856
9.212,-0.011538
9.214,-0.0088709
9.216,-0.0074679
9.218,-0.0062242
9.22,-0.0038786
9.222,3.76E-05
9.224,0.004817
9.226,0.0091993
9.228,0.012269
9.23,0.013896
9.232,0.014675
9.234,0.015333
9.236,0.016053
9.238,0.016394
9.24,0.015995
9.242,0.01515
9.244,0.014391
9.246,0.01381
9.248,0.01292
9.25,0.011023
9.252,0.0076722
9.254,0.0030664
9.256,-0.0019371
9.258,-0.0065472
9.26,-0.010463
9.262,-0.013699
9.264,-0.016602
9.266,-0.019645
9.268,-0.023002
9.27,-0.026409
9.272,-0.02936
9.274,-0.031474
9.276,-0.032695
9.278,-0.033148
9.28,-0.032874
9.282,-0.031978
9.284,-0.030757
9.286,-0.029601
9.288,-0.028857
9.29,-0.028454
9.292,-0.027744
9.294,-0.025957
9.296,-0.022909
9.298,-0.019273
9.3,-0.016167
9.302,-0.014435
9.304,-0.014065
9.306,-0.014214
9.308,-0.013805
9.31,-0.012207
9.312,-0.0095641
9.314,-0.0065011
9.316,-0.003591
9.318,-0.001251
9.32,0.00020162
9.322,0.00074339
9.324,0.00070347
9.326,0.00052886
9.328,0.00050745
9.33,0.00063937
9.332,0.00069653
9.334,0.00044031
9.336,-7.82E-05
9.338,-0.00031273
9.34,0.00062723
9.342,0.0033547
9.344,0.0074781
9.346,0.011577
9.348,0.014197
9.35,0.014918
9.352,0.014475
9.354,0.014099
9.356,0.014732
9.358,0.016546
9.36,0.018953
9.362,0.021225
9.364,0.023185
9.366,0.0251
9.368,0.026984
9.37,0.028413
9.372,0.029059
9.374,0.02911
9.376,0.029109
9.378,0.029452
9.38,0.029933
9.382,0.029688
9.384,0.027751
9.386,0.02398
9.388,0.019561
9.39,0.016142
9.392,0.014204
9.394,0.012661
9.396,0.010062
9.398,0.0059612
9.4,0.0010253
9.402,-0.0038485
9.404,-0.0079964
9.406,-0.011037
9.408,-0.0129
9.41,-0.013645
9.412,-0.013567
9.414,-0.013419
9.416,-0.014239
9.418,-0.016733
9.42,-0.020623
9.422,-0.024703
9.424,-0.027737
9.426,-0.02922
9.428,-0.029184
9.43,-0.027647
9.432,-0.024614
9.434,-0.020619
9.436,-0.016865
9.438,-0.014421
9.44,-0.013358
9.442,-0.012876
9.444,-0.01214
9.446,-0.010919
9.448,-0.0094652
9.45,-0.0080892
9.452,-0.0069493
9.454,-0.0058221
9.456,-0.0041393
9.458,-0.0014196
9.46,0.0024309
9.462,0.0071708
9.464,0.012376
9.466,0.017624
9.468,0.022502
9.47,0.02654
9.472,0.029537
9.474,0.031823
9.476,0.033939
9.478,0.0362
9.48,0.038604
9.482,0.040839
9.484,0.04248
9.486,0.043395
9.488,0.043767
9.49,0.043689
9.492,0.042893
9.494,0.040976
9.496,0.037935
9.498,0.034405
9.5,0.031328
9.502,0.02941
9.504,0.028723
9.506,0.028827
9.508,0.029225
9.51,0.02963
9.512,0.029883
9.514,0.029748
9.516,0.028895
9.518,0.027183
9.52,0.024949
9.522,0.022846
9.524,0.021344
9.526,0.020538
9.528,0.020233
9.53,0.019914
9.532,0.018941
9.534,0.017281
9.536,0.015654
9.538,0.014722
9.54,0.01446
9.542,0.014331
9.544,0.013882
9.546,0.013189
9.548,0.012752
9.55,0.012886
9.552,0.013383
9.554,0.01403
9.556,0.015133
9.558,0.017258
9.56,0.020525
9.562,0.024285
9.564,0.027517
9.566,0.029464
9.568,0.030072
9.57,0.029865
9.572,0.029471
9.574,0.029273
9.576,0.029353
9.578,0.029593
9.58,0.029786
9.582,0.029711
9.584,0.029248
9.586,0.028539
9.588,0.028013
9.59,0.028041
9.592,0.028293
9.594,0.027672
9.596,0.025375
9.598,0.021885
9.6,0.01858
9.602,0.01651
9.604,0.015728
9.606,0.015253
9.608,0.013683
9.61,0.010327
9.612,0.0059533
9.614,0.0022177
9.616,0.00020447
9.618,-0.00022627
9.62,1.49E-05
9.622,-0.00013179
9.624,-0.0015927
9.626,-0.0047432
9.628,-0.0087214
9.63,-0.011856
9.632,-0.0133
9.634,-0.013851
9.636,-0.015115
9.638,-0.017986
9.64,-0.021836
9.642,-0.025334
9.644,-0.028025
9.646,-0.03067
9.648,-0.034157
9.65,-0.038577
9.652,-0.043422
9.654,-0.048183
9.656,-0.052494
9.658,-0.056111
9.66,-0.059103
9.662,-0.061948
9.664,-0.064957
9.666,-0.067822
9.668,-0.06988
9.67,-0.070785
9.672,-0.070777
9.674,-0.07039
9.676,-0.070082
9.678,-0.070069
9.68,-0.070335
9.682,-0.070659
9.684,-0.070643
9.686,-0.069839
9.688,-0.06801
9.69,-0.065304
9.692,-0.062024
9.694,-0.058195
9.696,-0.053654
9.698,-0.048576
9.7,-0.043484
9.702,-0.038461
9.704,-0.033115
9.706,-0.027323
9.708,-0.021418
9.71,-0.015663
9.712,-0.0098285
9.714,-0.0035117
9.716,0.0032461
9.718,0.010064
9.72,0.016664
9.722,0.022777
9.724,0.02799
9.726,0.032016
9.728,0.034939
9.73,0.037148
9.732,0.039128
9.734,0.041159
9.736,0.043242
9.738,0.045307
9.74,0.047219
9.742,0.048755
9.744,0.050026
9.746,0.05158
9.748,0.053525
9.75,0.055146
9.752,0.055674
9.754,0.055178
9.756,0.054373
9.758,0.053677
9.76,0.053008
9.762,0.052271
9.764,0.051495
9.766,0.050739
9.768,0.05008
9.77,0.04953
9.772,0.048809
9.774,0.047527
9.776,0.045995
9.778,0.045302
9.78,0.046224
9.782,0.048374
9.784,0.050623
9.786,0.052187
9.788,0.053039
9.79,0.05348
9.792,0.053689
9.794,0.05382
9.796,0.05416
9.798,0.054769
9.8,0.055283
9.802,0.055181
9.804,0.054052
9.806,0.051841
9.808,0.048901
9.81,0.045998
9.812,0.044057
9.814,0.043543
9.816,0.044089
9.818,0.044639
9.82,0.043944
9.822,0.041284
9.824,0.037093
9.826,0.032861
9.828,0.030109
9.83,0.029356
9.832,0.029983
9.834,0.030777
9.836,0.030535
9.838,0.028558
9.84,0.025016
9.842,0.020926
9.844,0.017644
9.846,0.016048
9.848,0.015833
9.85,0.01554
9.852,0.013467
9.854,0.0088166
9.856,0.0022304
9.858,-0.0047255
9.86,-0.010643
9.862,-0.015088
9.864,-0.018595
9.866,-0.021977
9.868,-0.025682
9.87,-0.029636
9.872,-0.033547
9.874,-0.037092
9.876,-0.040048
9.878,-0.042799
9.88,-0.04632
9.882,-0.051364
9.884,-0.057639
9.886,-0.063761
9.888,-0.068433
9.89,-0.071729
9.892,-0.074764
9.894,-0.078328
9.896,-0.082372
9.898,-0.086583
9.9,-0.090699
9.902,-0.094464
9.904,-0.09792
9.906,-0.10151
9.908,-0.10545
9.91,-0.10913
9.912,-0.11161
9.914,-0.11249
9.916,-0.11215
9.918,-0.11143
9.92,-0.1112
9.922,-0.11202
9.924,-0.11394
9.926,-0.11633
9.928,-0.11826
9.93,-0.11913
9.932,-0.11897
9.934,-0.11817
9.936,-0.11717
9.938,-0.11614
9.94,-0.11485
9.942,-0.11278
9.944,-0.10981
9.946,-0.1065
9.948,-0.10369
9.95,-0.10186
9.952,-0.10062
9.954,-0.099067
9.956,-0.096525
9.958,-0.092866
9.96,-0.088303
9.962,-0.083109
9.964,-0.077611
9.966,-0.072166
9.968,-0.06699
9.97,-0.061898
9.972,-0.056204
9.974,-0.049468
9.976,-0.042137
9.978,-0.035064
9.98,-0.028711
9.982,-0.02301
9.984,-0.017642
9.986,-0.012205
9.988,-0.0064616
9.99,-0.00051048
9.992,0.0052419
9.994,0.010338
9.996,0.014707
9.998,0.018649
10,0.022392
10.002,0.025765
10.004,0.028392
10.006,0.030174
10.008,0.031589
10.01,0.033322
10.012,0.035546
10.014,0.037753
10.016,0.039301
10.018,0.039974
10.02,0.040227
10.022,0.040855
10.024,0.04215
10.026,0.043673
10.028,0.044954
10.03,0.046076
10.032,0.047625
10.034,0.050286
10.036,0.054251
10.038,0.058781
10.04,0.062878
10.042,0.066158
10.044,0.068677
10.046,0.070497
10.048,0.071827
10.05,0.073393
10.052,0.076166
10.054,0.080472
10.056,0.085541
10.058,0.090067
10.06,0.093077
10.062,0.094426
10.064,0.094856
10.066,0.095494
10.068,0.097019
10.07,0.099158
10.072,0.10103
10.074,0.10201
10.076,0.10213
10.078,0.10185
10.08,0.1016
10.082,0.10155
10.084,0.10164
10.086,0.10173
10.088,0.10169
10.09,0.10157
10.092,0.10151
10.094,0.10171
10.096,0.10215
10.098,0.10244
10.1,0.10181
10.102,0.099488
10.104,0.095337
10.106,0.089997
10.108,0.084359
10.11,0.078889
10.112,0.073299
10.114,0.066829
10.116,0.05934
10.118,0.051821
10.12,0.045191
10.122,0.039131
10.124,0.032679
10.126,0.025373
10.128,0.017363
10.13,0.0089491
10.132,0.00041374
10.134,-0.0078672
10.136,-0.015538
10.138,-0.022537
10.14,-0.029117
10.142,-0.035738
10.144,-0.042858
10.146,-0.050593
10.148,-0.058325
10.15,-0.065041
10.152,-0.070324
10.154,-0.074559
10.156,-0.078089
10.158,-0.080866
10.16,-0.083075
10.162,-0.085315
10.164,-0.087941
10.166,-0.090617
10.168,-0.09267
10.17,-0.093744
10.172,-0.093996
10.174,-0.09368
10.176,-0.092829
10.178,-0.091324
10.18,-0.089232
10.182,-0.086905
10.184,-0.084821
10.186,-0.083245
10.188,-0.081849
10.19,-0.079946
10.192,-0.077213
10.194,-0.074031
10.196,-0.071101
10.198,-0.068839
10.2,-0.067102
10.202,-0.065561
10.204,-0.064147
10.206,-0.062767
10.208,-0.060677
10.21,-0.056827
10.212,-0.051147
10.214,-0.045203
10.216,-0.041064
10.218,-0.039473
10.22,-0.039398
10.222,-0.039123
10.224,-0.037654
10.226,-0.035321
10.228,-0.033177
10.23,-0.03184
10.232,-0.031085
10.234,-0.030359
10.236,-0.0294
10.238,-0.028289
10.24,-0.027174
10.242,-0.026106
10.244,-0.024866
10.246,-0.023051
10.248,-0.020473
10.25,-0.017268
10.252,-0.013618
10.254,-0.009522
10.256,-0.0049199
10.258,-1.31E-05
10.26,0.0046326
10.262,0.0084484
10.264,0.01135
10.266,0.013788
10.268,0.016401
10.27,0.019357
10.272,0.022128
10.274,0.024053
10.276,0.025113
10.278,0.025976
10.28,0.02728
10.282,0.029026
10.284,0.030783
10.286,0.032391
10.288,0.034131
10.29,0.036276
10.292,0.03877
10.294,0.041301
10.296,0.043416
10.298,0.04478
10.3,0.0456
10.302,0.046559
10.304,0.048183
10.306,0.050336
10.308,0.052471
10.31,0.054308
10.312,0.055917
10.314,0.057212
10.316,0.05775
10.318,0.057101
10.32,0.055425
10.322,0.053809
10.324,0.053513
10.326,0.054786
10.328,0.057014
10.33,0.059528
10.332,0.061814
10.334,0.063556
10.336,0.064749
10.338,0.065628
10.34,0.06641
10.342,0.067293
10.344,0.068416
10.346,0.069553
10.348,0.069984
10.35,0.068985
10.352,0.066456
10.354,0.062874
10.356,0.058833
10.358,0.054767
10.36,0.051036
10.362,0.048055
10.364,0.046139
10.366,0.045151
10.368,0.044479
10.37,0.043381
10.372,0.041303
10.374,0.038206
10.376,0.034791
10.378,0.031874
10.38,0.029428
10.382,0.026488
10.384,0.02218
10.386,0.016828
10.388,0.01154
10.39,0.006959
10.392,0.0030725
10.394,-0.00023437
10.396,-0.0030934
10.398,-0.0058461
10.4,-0.0088329
10.402,-0.012142
10.404,-0.015724
10.406,-0.019539
10.408,-0.023485
10.41,-0.027167
10.412,-0.029878
10.414,-0.031024
10.416,-0.030828
10.418,-0.03057
10.42,-0.031944
10.422,-0.03577
10.424,-0.04095
10.426,-0.044905
10.428,-0.045678
10.43,-0.043622
10.432,-0.040636
10.434,-0.038226
10.436,-0.036676
10.438,-0.035541
10.44,-0.034374
10.442,-0.033124
10.444,-0.032181
10.446,-0.031813
10.448,-0.031641
10.45,-0.030823
10.452,-0.028795
10.454,-0.025939
10.456,-0.02344
10.458,-0.02229
10.46,-0.022373
10.462,-0.022575
10.464,-0.021986
10.466,-0.020822
10.468,-0.01999
10.47,-0.019995
10.472,-0.020582
10.474,-0.021191
10.476,-0.021321
10.478,-0.020706
10.48,-0.019361
10.482,-0.017594
10.484,-0.0158
10.486,-0.014259
10.488,-0.013061
10.49,-0.012164
10.492,-0.011527
10.494,-0.010926
10.496,-0.0098644
10.498,-0.0079666
10.5,-0.0054271
10.502,-0.0028916
10.504,-0.00085569
10.506,0.00062056
10.508,0.0017767
10.51,0.0028251
10.512,0.0036794
10.514,0.0042467
10.516,0.0048812
10.518,0.0064256
10.52,0.0097624
10.522,0.014897
10.524,0.020299
10.526,0.023905
10.528,0.024996
10.53,0.024571
10.532,0.023936
10.534,0.023385
10.536,0.022398
10.538,0.020497
10.54,0.017869
10.542,0.015404
10.544,0.013752
10.546,0.012464
10.548,0.010584
10.55,0.0078223
10.552,0.0046429
10.554,0.0016226
10.556,-0.0007788
10.558,-0.002217
10.56,-0.0026674
10.562,-0.0025011
10.564,-0.0022726
10.566,-0.0024256
10.568,-0.0030757
10.57,-0.0039706
10.572,-0.0047457
10.574,-0.0054138
10.576,-0.0064702
10.578,-0.0082792
10.58,-0.010789
10.582,-0.013667
10.584,-0.016298
10.586,-0.01829
10.588,-0.019918
10.59,-0.021913
10.592,-0.024717
10.594,-0.027826
10.596,-0.030198
10.598,-0.031268
10.6,-0.031285
10.602,-0.030894
10.604,-0.030597
10.606,-0.030532
10.608,-0.030581
10.61,-0.030598
10.612,-0.030562
10.614,-0.030587
10.616,-0.030781
10.618,-0.031059
10.62,-0.031041
10.622,-0.030207
10.624,-0.028308
10.626,-0.025691
10.628,-0.023081
10.63,-0.020884
10.632,-0.018807
10.634,-0.01628
10.636,-0.013197
10.638,-0.0099122
10.64,-0.0067943
10.642,-0.0041897
10.644,-0.0024596
10.646,-0.0016985
10.648,-0.0016351
10.65,-0.0018783
10.652,-0.0021591
10.654,-0.0023488
10.656,-0.0023327
10.658,-0.0019561
10.66,-0.0011681
10.662,-0.00023292
10.664,0.0003074
10.666,8.02E-05
10.668,-0.00080609
10.67,-0.00211
10.672,-0.0038035
10.674,-0.0059322
10.676,-0.0083554
10.678,-0.010602
10.68,-0.011974
10.682,-0.01201
10.684,-0.010657
10.686,-0.0083034
10.688,-0.0056825
10.69,-0.0034452
10.692,-0.0019928
10.694,-0.0014139
10.696,-0.0015131
10.698,-0.0019639
10.7,-0.0023784
10.702,-0.0022981
10.704,-0.0013108
10.706,0.00061802
10.708,0.0028931
10.71,0.0046007
10.712,0.0052586
10.714,0.0051739
10.716,0.0051353
10.718,0.0058063
10.72,0.0072553
10.722,0.0089839
10.724,0.010587
10.726,0.012432
10.728,0.015344
10.73,0.019487
10.732,0.023796
10.734,0.026736
10.736,0.027513
10.738,0.026522
10.74,0.024957
10.742,0.024072
10.744,0.024398
10.746,0.025501
10.748,0.026661
10.75,0.027505
10.752,0.027898
10.754,0.027534
10.756,0.025903
10.758,0.022817
10.76,0.01897
10.762,0.015695
10.764,0.014192
10.766,0.01508
10.768,0.017832
10.77,0.020647
10.772,0.021956
10.774,0.021905
10.776,0.021973
10.778,0.023314
10.78,0.025528
10.782,0.027243
10.784,0.027321
10.786,0.025464
10.788,0.022179
10.79,0.018354
10.792,0.014813
10.794,0.012166
10.796,0.010534
10.798,0.0093062
10.8,0.0077401
10.802,0.0056157
10.804,0.0032108
10.806,0.0010193
10.808,-0.00064714
10.81,-0.0020451
10.812,-0.0038266
10.814,-0.006457
10.816,-0.009981
10.818,-0.014237
10.82,-0.018934
10.822,-0.023481
10.824,-0.027016
10.826,-0.029042
10.828,-0.030054
10.83,-0.031218
10.832,-0.033385
10.834,-0.036472
10.836,-0.039893
10.838,-0.043241
10.84,-0.04613
10.842,-0.048178
10.844,-0.049579
10.846,-0.050863
10.848,-0.052054
10.85,-0.052647
10.852,-0.052311
10.854,-0.051099
10.856,-0.048785
10.858,-0.044775
10.86,-0.039273
10.862,-0.033722
10.864,-0.029514
10.866,-0.026714
10.868,-0.024298
10.87,-0.021176
10.872,-0.016935
10.874,-0.012055
10.876,-0.0075859
10.878,-0.0043767
10.88,-0.0024809
10.882,-0.0013529
10.884,-0.00028902
10.886,0.0011733
10.888,0.0030109
10.89,0.0049704
10.892,0.0070014
10.894,0.0091059
10.896,0.010839
10.898,0.011451
10.9,0.010728
10.902,0.0093902
10.904,0.0084079
10.906,0.008022
10.908,0.0077282
10.91,0.0069711
10.912,0.0054876
10.914,0.0034234
10.916,0.0013899
10.918,5.91E-05
10.92,-0.0005694
10.922,-0.0013282
10.924,-0.0032006
10.926,-0.0064347
10.928,-0.010292
10.93,-0.013595
10.932,-0.015487
10.934,-0.015933
10.936,-0.01561
10.938,-0.015342
10.94,-0.015569
10.942,-0.016062
10.944,-0.015993
10.946,-0.014417
10.948,-0.010989
10.95,-0.0063781
10.952,-0.0016736
10.954,0.0026524
10.956,0.0067821
10.958,0.010882
10.96,0.014937
10.962,0.019044
10.964,0.023573
10.966,0.029065
10.968,0.035644
10.97,0.042609
10.972,0.049034
10.974,0.054379
10.976,0.058633
10.978,0.06211
10.98,0.065077
10.982,0.06765
10.984,0.069972
10.986,0.072362
10.988,0.075046
10.99,0.077784
10.992,0.079855
10.994,0.080329
10.996,0.078718
10.998,0.075601
11,0.072362
11.002,0.070286
11.004,0.069752
11.006,0.070115
11.008,0.070221
11.01,0.069024
11.012,0.066015
11.014,0.061316
11.016,0.055576
11.018,0.049794
11.02,0.044796
11.022,0.04063
11.024,0.036727
11.026,0.032753
11.028,0.028923
11.03,0.025416
11.032,0.022123
11.034,0.018855
11.036,0.015448
11.038,0.0118
11.04,0.0079612
11.042,0.0042834
11.044,0.0014033
11.046,-8.34E-05
11.048,-0.00016379
11.05,0.00036301
11.052,0.0002281
11.054,-0.0015409
11.056,-0.0048038
11.058,-0.0081364
11.06,-0.0099282
11.062,-0.0098985
11.064,-0.0092721
11.066,-0.0094982
11.068,-0.01093
11.07,-0.012847
11.072,-0.014266
11.074,-0.01479
11.076,-0.014883
11.078,-0.015398
11.08,-0.016839
11.082,-0.018951
11.084,-0.021035
11.086,-0.022605
11.088,-0.023592
11.09,-0.024091
11.092,-0.024238
11.094,-0.024166
11.096,-0.023784
11.098,-0.022964
11.1,-0.022003
11.102,-0.021467
11.104,-0.021735
11.106,-0.022765
11.108,-0.024194
11.11,-0.025657
11.112,-0.026962
11.114,-0.02792
11.116,-0.028408
11.118,-0.028498
11.12,-0.028394
11.122,-0.028277
11.124,-0.028225
11.126,-0.028228
11.128,-0.028245
11.13,-0.028255
11.132,-0.028259
11.134,-0.028263
11.136,-0.028257
11.138,-0.028215
11.14,-0.028131
11.142,-0.028054
11.144,-0.028087
11.146,-0.028298
11.148,-0.028581
11.15,-0.028566
11.152,-0.027756
11.154,-0.0259
11.156,-0.023299
11.158,-0.020612
11.16,-0.018247
11.162,-0.016076
11.164,-0.013871
11.166,-0.011903
11.168,-0.010709
11.17,-0.010476
11.172,-0.010919
11.174,-0.011455
11.176,-0.011489
11.178,-0.010698
11.18,-0.0092421
11.182,-0.0074301
11.184,-0.0054041
11.186,-0.003543
11.188,-0.0023022
11.19,-0.0015641
11.192,-0.00088285
11.194,-0.00020517
11.196,0.0002005
11.198,0.00028283
11.2,0.00042673
11.202,0.0011902
11.204,0.0027953
11.206,0.0048449
11.208,0.0066601
11.21,0.0079305
11.212,0.0088056
11.214,0.0094167
11.216,0.0095948
11.218,0.0092371
11.22,0.0087253
11.222,0.0086623
11.224,0.0094883
11.226,0.011514
11.228,0.014876
11.23,0.019161
11.232,0.023464
11.234,0.026925
11.236,0.029156
11.238,0.030379
11.24,0.031076
11.242,0.031527
11.244,0.031794
11.246,0.031871
11.248,0.03157
11.25,0.030742
11.252,0.029697
11.254,0.029031
11.256,0.029128
11.258,0.029817
11.26,0.03029
11.262,0.029374
11.264,0.026252
11.266,0.021273
11.268,0.016008
11.27,0.012124
11.272,0.010069
11.274,0.0089644
11.276,0.0076664
11.278,0.0056625
11.28,0.003313
11.282,0.0014278
11.284,0.00051071
11.286,0.00046502
11.288,0.00085922
11.29,0.0012718
11.292,0.0014166
11.294,0.0011191
11.296,0.00034128
11.298,-0.0007141
11.3,-0.0016334
11.302,-0.002107
11.304,-0.0020914
11.306,-0.0015133
11.308,-0.00037907
11.31,0.00079506
11.312,0.0012292
11.314,0.00052513
11.316,-0.0009515
11.318,-0.002232
11.32,-0.0025088
11.322,-0.0018868
11.324,-0.0013643
11.326,-0.0020944
11.328,-0.0043141
11.33,-0.0071221
11.332,-0.0094299
11.334,-0.010921
11.336,-0.012096
11.338,-0.013545
11.34,-0.015456
11.342,-0.017586
11.344,-0.019601
11.346,-0.021465
11.348,-0.02326
11.35,-0.024768
11.352,-0.025677
11.354,-0.026325
11.356,-0.027826
11.358,-0.031132
11.36,-0.035916
11.362,-0.040614
11.364,-0.043902
11.366,-0.045812
11.368,-0.047067
11.37,-0.048027
11.372,-0.048616
11.374,-0.048717
11.376,-0.04844
11.378,-0.048161
11.38,-0.04838
11.382,-0.049394
11.384,-0.050957
11.386,-0.052267
11.388,-0.052606
11.39,-0.052067
11.392,-0.051298
11.394,-0.050601
11.396,-0.049789
11.398,-0.048713
11.4,-0.047362
11.402,-0.045629
11.404,-0.043166
11.406,-0.039639
11.408,-0.035241
11.41,-0.030841
11.412,-0.027595
11.414,-0.026093
11.416,-0.026009
11.418,-0.026561
11.42,-0.027076
11.422,-0.027195
11.424,-0.026814
11.426,-0.026014
11.428,-0.025078
11.43,-0.024408
11.432,-0.024183
11.434,-0.024204
11.436,-0.024272
11.438,-0.02436
11.44,-0.024451
11.442,-0.024566
11.444,-0.024637
11.446,-0.024358
11.448,-0.023559
11.45,-0.022469
11.452,-0.02155
11.454,-0.021189
11.456,-0.021236
11.458,-0.02101
11.46,-0.020026
11.462,-0.018453
11.464,-0.016492
11.466,-0.013809
11.468,-0.010056
11.47,-0.0055682
11.472,-0.0013723
11.474,0.0016493
11.476,0.0034994
11.478,0.0047946
11.48,0.0060309
11.482,0.007441
11.484,0.0093732
11.486,0.012182
11.488,0.015583
11.49,0.018525
11.492,0.02004
11.494,0.020112
11.496,0.019788
11.498,0.020722
11.5,0.024033
11.502,0.029194
11.504,0.034421
11.506,0.038163
11.508,0.040096
11.51,0.040873
11.512,0.04141
11.514,0.04235
11.516,0.04377
11.518,0.045336
11.52,0.046539
11.522,0.04687
11.524,0.046216
11.526,0.045122
11.528,0.044345
11.53,0.044262
11.532,0.044671
11.534,0.044933
11.536,0.044314
11.538,0.042423
11.54,0.039535
11.542,0.036395
11.544,0.03355
11.546,0.030849
11.548,0.027576
11.55,0.023286
11.552,0.018435
11.554,0.014049
11.556,0.010982
11.558,0.0094543
11.56,0.0089488
11.562,0.0086015
11.564,0.0078268
11.566,0.0066322
11.568,0.0053562
11.57,0.0042557
11.572,0.0033581
11.574,0.002341
11.576,0.00068779
11.578,-0.0017706
11.58,-0.0044774
11.582,-0.0062422
11.584,-0.0059253
11.586,-0.0035177
11.588,-0.00030924
11.59,0.002118
11.592,0.0030681
11.594,0.0030074
11.596,0.0029061
11.598,0.003383
11.6,0.0042603
11.602,0.004806
11.604,0.0045206
11.606,0.0036641
11.608,0.0028566
11.61,0.0024608
